58b462775bb32977672dd556;[00000000000000000000000f];Person;|zelene, modre|female|hnede, cierne|||nitriansky kraj, komarno|||nic
58b462775bb32977672dd645;[00000000000000000000000f];Person;1990||male||||presovsky kraj, humenne|||
58b4627e5bb3297767364075;[00000000000000000000000f];Person;|hnedo zelene|female|hnede|157|150|zahranicie, zahranicie - ostatne|||
58b4627c5bb32977673403c7;[00000000000000000000000f];Person;2000|hnede|male|cierno-hnede|180|180|kosicky kraj, kosice - okolie|||ziadnej!!
58b462775bb32977672dd3db;[00000000000000000000000f];Person;1990|zelene, modro-zeleno-hnede....ked prsi, tak sede....|female|hnede|160|160|trenciansky kraj, prievidza|50|50|
58b4627f5bb32977673845e4;[00000000000000000000000f];Person;|hnede|female|hnede|127|120|trenciansky kraj, puchov|30|30|som nezamestnany
58b4627f5bb3297767384603;[00000000000000000000000f];Person;1990||male||||trenciansky kraj, puchov|||
58b462835bb32977673fc7d4;[00000000000000000000000f];Person;||female||||bratislavsky kraj, bratislava - devinska nova ves|||
58b462835bb32977673fc7df;[00000000000000000000000f];Person;1980|modre|male|hnede|195|190|bratislavsky kraj, bratislava - ostatne|115|110|
58b462835bb32977673fc8a8;[00000000000000000000000f];Person;|modre|male|cierne|190|190|bratislavsky kraj, bratislava - ruzinov|||
58b462835bb32977673fc8f0;[00000000000000000000000f];Person;1980|zelene|female|hnede|169|160|bratislavsky kraj, bratislava - podunaj. biskupice|52|50|
58b462835bb32977673fc8ff;[00000000000000000000000f];Person;1990||female|hnede|170|170|trnavsky kraj, trnava|57|50|
58b462775bb32977672dd3ea;[00000000000000000000000f];Person;1990|modre, take haluzne|male|hnede, strapaty ako jezko ked do neho trafi blesk|180|180|zilinsky kraj, zilina|70|70|tak to ani nechcite vediet je to ako o zivot
58b462775bb32977672dd488;[00000000000000000000000f];Person;1990|hnede, tak pekne hnede=od|female|cierne|||zilinsky kraj, kysucke nove mesto|||vedy a vyskumu, pouzivaju ma na testovanie
58b462775bb32977672dd4ed;[00000000000000000000000f];Person;1990|modre|female|cierne|172|170|zilinsky kraj, kysucke nove mesto|||
58b4627d5bb3297767355144;[00000000000000000000000f];Person;2000|hnede|female|tmavo-hnede|163|160|presovsky kraj, presov|43|40|studujem
58b4627d5bb32977673551d4;[00000000000000000000000f];Person;||female||||presovsky kraj, stara lubovna|||
58b462805bb32977673aa81d;[00000000000000000000000f];Person;1980||male||190|190|kosicky kraj, kosice - okolie|90|90|
58b462855bb329776743b291;[00000000000000000000000f];Person;|hnede|female|hnede|153|150|nitriansky kraj, nove zamky|33|30|studujem
58b4627e5bb32977673640d3;[00000000000000000000000f];Person;1970||female||||zilinsky kraj, trstena|||
58b462815bb32977673cfdbb;[00000000000000000000000f];Person;1990|hnede|male|odfarbene|175|170|zilinsky kraj, liptovsky mikulas|60|60|
58b462775bb32977672dd691;[00000000000000000000000f];Person;|modre|male|blond|165|160|banskobystricky kraj, banska bystrica|43|40|este nepracujem
58b462775bb32977672dd69b;[00000000000000000000000f];Person;1980||female||||nitriansky kraj, levice|||
58b462775bb32977672dd7d5;[00000000000000000000000f];Person;2000|hnede|female|hnede|145|140|kosicky kraj, gelnica|33|30|som nezamestnany
58b4627c5bb32977673405d3;[00000000000000000000000f];Person;2000|cierne|male|blond, cierne|3243|3240|zahranicie, zahranicie - gb|3243|3240|skolstva
58b462835bb32977673ecbd1;[00000000000000000000000f];Person;1990||female||159|150|banskobystricky kraj, lucenec|40|40|
58b462835bb32977673ecc6a;[00000000000000000000000f];Person;1990||female||||bratislavsky kraj, bratislava - karlova ves|||
58b462835bb32977673ecd51;[00000000000000000000000f];Person;1990|cierne|male|cierne|160|160|ceska republika, cz - praha|65|60|
58b462835bb32977673fcb42;[00000000000000000000000f];Person;1970|kedy ako|female|ani sama neviem|166|160|kosicky kraj, kosice - sidlisko tahanovce|60|60|pracujem
58b462855bb329776743b34e;[00000000000000000000000f];Person;1980||male||170|170|bratislavsky kraj, bratislava - dubravka|55|50|
58b462855bb329776743b3d1;[00000000000000000000000f];Person;1960|hnede|male||165|160|nitriansky kraj, zeliezovce|75|70|strojarenstva a energetiky
58b462775bb32977672dd76b;[00000000000000000000000f];Person;1990||female||||presovsky kraj, poprad|||
58b462775bb32977672dd973;[00000000000000000000000f];Person;1990|hnede, cokoladove xcete ochutnat snad? :d|male|hnede, trochu i do blond,taka zmeska namiesana pre vip hosti|183|180|bratislavsky kraj, bratislava - okolie|76|70|vypoctovej techniky a telekomunikacii, k tomu sa radsej nevyjadrujem ...
58b4627c5bb3297767330b7e;[00000000000000000000000f];Person;2000|modre|female|hnede|152|150|kosicky kraj, kosice - sidlisko tahanovce|35|30|som nezamestnana
58b4627c5bb3297767330bd7;[00000000000000000000000f];Person;2000|modre|male|blond|||bratislavsky kraj, malacky|||
58b4627f5bb3297767384692;[00000000000000000000000f];Person;||female||||trenciansky kraj, prievidza|||
58b4627f5bb32977673846d1;[00000000000000000000000f];Person;1990||male||||banskobystricky kraj, banska bystrica|||
58b4627f5bb3297767384714;[00000000000000000000000f];Person;||female||||bratislavsky kraj, malacky|||
58b4627f5bb329776738477b;[00000000000000000000000f];Person;||male||||trenciansky kraj, puchov|||
58b4627f5bb329776738478c;[00000000000000000000000f];Person;1990||female||||kosicky kraj, spisske vlachy|||
58b462835bb32977673fcb55;[00000000000000000000000f];Person;1980|hnede|female|ako kedy|160|160|presovsky kraj, medzilaborce|57|50|na volnej nohe
58b462835bb32977673fcb88;[00000000000000000000000f];Person;||female||||presovsky kraj, vranov nad toplou|||
58b462775bb32977672dd6d9;[00000000000000000000000f];Person;2000|modre|male|cierne, melir|170|170|zilinsky kraj, cadca|60|60|studujem
58b462775bb32977672dd703;[00000000000000000000000f];Person;1990||female||||kosicky kraj, michalovce|||hahaha
58b462775bb32977672dd716;[00000000000000000000000f];Person;||male||||bratislavsky kraj, bratislava - petrzalka|||
58b462775bb32977672dd740;[00000000000000000000000f];Person;1990|hnede|male|cierne|188|180|zilinsky kraj, kysucke nove mesto|90|90|
58b4627d5bb329776735566b;[00000000000000000000000f];Person;1990|modre|male||186|180|zilinsky kraj, liptovsky mikulas|80|80|
58b4627d5bb32977673556bb;[00000000000000000000000f];Person;||male||||zilinsky kraj, martin|||
58b462835bb32977673fccc3;[00000000000000000000000f];Person;1990||female||||ceska republika, cz - stredni cechy|||
58b462855bb329776743b545;[00000000000000000000000f];Person;2000||male||||nitriansky kraj, topolcany|||
58b462775bb32977672dd8eb;[00000000000000000000000f];Person;|zelene|female|hnede|175|170|kosicky kraj, kosice - okolie|55|50|
58b462815bb32977673d03be;[00000000000000000000000f];Person;1990|zelene, tak niekedy sive...zalezi podla nalady...xixi|female|no hnedovlaska...:) tak sa mi to viac paci...:)|158|150|zilinsky kraj, liptovsky mikulas|59|50|takze pracujem v oblasti pravnickej,aj ked ja nie som ta pravnicka...xixi,ale tak pomaham mu s administrativou...:):):)
58b462815bb32977673d0411;[00000000000000000000000f];Person;||female||||trnavsky kraj, holic|||
58b462835bb32977673fcdb6;[00000000000000000000000f];Person;1970|hnede|male|hnede|183|180|bratislavsky kraj, senec|66|60|
58b462835bb32977673fcec6;[00000000000000000000000f];Person;|modre|male||180|180|bratislavsky kraj, bratislava - petrzalka|75|70|
58b462775bb32977672dd972;[00000000000000000000000f];Person;1990||male||||nitriansky kraj, nitra|||
58b462835bb32977673fcf50;[00000000000000000000000f];Person;1980||female||||presovsky kraj, presov|||
58b462855bb329776743b795;[00000000000000000000000f];Person;1990|modre|male|hnede|||nitriansky kraj, topolcany|||strojarenstva a energetiky
58b462855bb329776743b806;[00000000000000000000000f];Person;|hnede|male|hnedocierna|171|170|presovsky kraj, giraltovce|40|40|zs
58b462855bb329776743b826;[00000000000000000000000f];Person;1990|zelene|male|hnede|180|180|presovsky kraj, snina|70|70|studujem
58b462775bb32977672dda92;[00000000000000000000000f];Person;1990|zelene|female|blond|175|170|banskobystricky kraj, ziar nad hronom|58|50|
58b462775bb32977672ddbbd;[00000000000000000000000f];Person;1990|hnede|male|cierne s melirom|178|170|kosicky kraj, kosice - juh|60|60|studujem
58b462775bb32977672ddcdf;[00000000000000000000000f];Person;1980|hnede|male|cierne, hnede|183|180|trnavsky kraj, senica|75|70|
58b4627f5bb32977673847f4;[00000000000000000000000f];Person;1980|modre|male|plave|170|170|kosicky kraj, kosice - okolie|80|80|stavebnictva
58b4627f5bb3297767384868;[00000000000000000000000f];Person;2000||female||||bratislavsky kraj, bratislava - devinska nova ves|||
58b462855bb329776743b884;[00000000000000000000000f];Person;2000|hnede|female|hnede|||trenciansky kraj, handlova|||
58b462835bb32977673fd2a5;[00000000000000000000000f];Person;||male||||nitriansky kraj, nitra|||
58b462775bb32977672ddaa4;[00000000000000000000000f];Person;1980||male||||zilinsky kraj, ruzomberok|||
58b462775bb32977672ddb93;[00000000000000000000000f];Person;1990|hnede|female|hnede|165|160|zilinsky kraj, zilina|||studujem
58b462775bb32977672ddb9d;[00000000000000000000000f];Person;1990||female||||zilinsky kraj, kysucke nove mesto|||
58b462855bb329776743b96f;[00000000000000000000000f];Person;|zelenomodra|male|plavovlasok|170|170|nitriansky kraj, topolcany|72|70|
